row,col,Well,Flight,Unit,Board,Inhibitor,Parabola,Construct,LED.trigger,Condition,IntegratedIntensity,Temp.Board.1,Temp.Board.2,Temp.LED,Pressure.mbar,Gravity.X.mg,Gravity.Y.mg,Gravity.Z.mg,Supply.U.mV,Supply.I.mA,Time
B,9,B9,1,103,2,GSK2193874,1,CaMPARI2-F391W,1,Pull-out,396.8749,36.8495,36.8385,34.12375,1033,-14.5475,0.85,1773.6275,23788.67,595.1025,2021-05-31 09:42:58
B,9,B9,1,104,1,BAPTA,1,CaMPARI2-F391W,1,Pull-out,275.2492,36.8095,36.8315,33.90925,1064.8425,-26.725,-1.265,1755.895,23572.7575,618.15,2021-05-31 09:42:59
B,9,B9,1,104,2,DMSO,1,CaMPARI2-F391W,1,Pull-out,240.5241,36.8095,36.8315,33.90925,1064.8425,-26.725,-1.265,1755.895,23572.7575,618.15,2021-05-31 09:42:59
B,9,B9,2,101,1,None,1,CaMPARI2-F391W,1,Pull-out,341.5554,36.85825,36.856,34.50425,1023.0075,-2.455,27.1225,1725.32,23752.0425,607.73,2021-05-31 09:40:56
B,9,B9,2,101,2,Gd3+,1,CaMPARI2-F391W,1,Pull-out,356.6995,36.85825,36.856,34.50425,1023.0075,-2.455,27.1225,1725.32,23752.0425,607.73,2021-05-31 09:40:56
B,9,B9,2,102,1,Thapsigargin,1,CaMPARI2-F391W,1,Pull-out,565.3112,36.873,36.86575,34.68175,1069.71,6.185,44.54,1778.13,23736.9775,616.905,2021-05-31 09:40:53
B,9,B9,2,102,2,Flunarizine,1,CaMPARI2-F391W,1,Pull-out,437.7493,36.873,36.86575,34.68175,1069.71,6.185,44.54,1778.13,23736.9775,616.905,2021-05-31 09:40:53
B,9,B9,2,103,1,Ruthenium Red,1,CaMPARI2-F391W,1,Pull-out,376.5178,36.8615,36.86175,34.485,1031,3.0625,-9.015,1719.6125,23712.3675,596.0175,2021-05-31 09:40:56
B,9,B9,2,103,2,GSK2193874,1,CaMPARI2-F391W,1,Pull-out,634.1188,36.8615,36.86175,34.485,1031,3.0625,-9.015,1719.6125,23712.3675,596.0175,2021-05-31 09:40:56
B,9,B9,2,104,1,BAPTA,1,CaMPARI2-F391W,1,Pull-out,327.2665,36.84675,36.84825,34.3235,1059.2225,-18.6075,16.5575,1750.685,23596.2175,618.93,2021-05-31 09:40:53
B,9,B9,2,104,2,DMSO,1,CaMPARI2-F391W,1,Pull-out,722.2826,36.84675,36.84825,34.3235,1059.2225,-18.6075,16.5575,1750.685,23596.2175,618.93,2021-05-31 09:40:53
B,9,B9,3,101,1,None,1,CaMPARI2-F391W,1,Pull-out,298.738,36.82575,36.81075,34.01875,1022.9575,-14.1775,37.565,1757.9575,23756.125,606.1975,2021-05-31 09:45:53
B,9,B9,3,101,2,Gd3+,1,CaMPARI2-F391W,1,Pull-out,282.1053,36.82575,36.81075,34.01875,1022.9575,-14.1775,37.565,1757.9575,23756.125,606.1975,2021-05-31 09:45:53
B,9,B9,3,102,1,Thapsigargin,1,CaMPARI2-F391W,1,Pull-out,911.8516,36.86125,36.8605,34.70225,1058,-11.24,50.41,1800.32,23741.2325,616.1475,2021-05-31 09:45:56
B,9,B9,3,102,2,Flunarizine,1,CaMPARI2-F391W,1,Pull-out,385.2248,36.86125,36.8605,34.70225,1058,-11.24,50.41,1800.32,23741.2325,616.1475,2021-05-31 09:45:56
B,9,B9,3,103,1,Ruthenium Red,1,CaMPARI2-F391W,1,Pull-out,280.3227,36.89275,36.864,34.74775,1027.5025,-3.305,4.985,1778.12,23801.7225,593.4875,2021-05-31 09:45:54
B,9,B9,3,103,2,GSK2193874,1,CaMPARI2-F391W,1,Pull-out,367.9854,36.89275,36.864,34.74775,1027.5025,-3.305,4.985,1778.12,23801.7225,593.4875,2021-05-31 09:45:54
B,9,B9,3,104,1,BAPTA,1,CaMPARI2-F391W,1,Pull-out,324.7759,36.8505,36.84725,34.38625,1072,-13.2425,16.0675,1761.5625,23547.055,619.515,2021-05-31 09:45:55
B,9,B9,3,104,2,DMSO,1,CaMPARI2-F391W,1,Pull-out,297.6017,36.8505,36.84725,34.38625,1072,-13.2425,16.0675,1761.5625,23547.055,619.515,2021-05-31 09:45:55
C,1,C1,1,101,1,None,2,CaMPARI2,NA,Histamine,825.4456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,1,101,2,Gd3+,2,CaMPARI2,NA,Histamine,1557.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,1,102,1,Thapsigargin,2,CaMPARI2,NA,Histamine,153.4339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,1,102,2,Flunarizine,2,CaMPARI2,NA,Histamine,694.5447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,1,103,1,Ruthenium Red,2,CaMPARI2,NA,Histamine,700.3498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,1,103,2,GSK2193874,2,CaMPARI2,NA,Histamine,433.2571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,1,104,1,BAPTA,2,CaMPARI2,NA,Histamine,380.2128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,1,104,2,DMSO,2,CaMPARI2,NA,Histamine,1659.535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,2,101,1,None,2,CaMPARI2,NA,Histamine,723.6519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,2,101,2,Gd3+,2,CaMPARI2,NA,Histamine,827.5783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,2,102,1,Thapsigargin,2,CaMPARI2,NA,Histamine,298.1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,2,102,2,Flunarizine,2,CaMPARI2,NA,Histamine,341.3033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,2,103,1,Ruthenium Red,2,CaMPARI2,NA,Histamine,924.6915,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,2,103,2,GSK2193874,2,CaMPARI2,NA,Histamine,1025.615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,2,104,1,BAPTA,2,CaMPARI2,NA,Histamine,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,2,104,2,DMSO,2,CaMPARI2,NA,Histamine,806.1351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,3,101,1,None,2,CaMPARI2,NA,Histamine,1028.848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,3,101,2,Gd3+,2,CaMPARI2,NA,Histamine,1038.187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,3,102,1,Thapsigargin,2,CaMPARI2,NA,Histamine,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,3,102,2,Flunarizine,2,CaMPARI2,NA,Histamine,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,3,103,1,Ruthenium Red,2,CaMPARI2,NA,Histamine,956.0701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,3,103,2,GSK2193874,2,CaMPARI2,NA,Histamine,728.121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,3,104,1,BAPTA,2,CaMPARI2,NA,Histamine,149.3468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,1,C1,3,104,2,DMSO,2,CaMPARI2,NA,Histamine,1000.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C,10,C10,1,101,1,None,2,CaMPARI2-F391W,2,Pre-Parabola,316.3151,36.79325,36.7735,34.82875,1000.28,-6.7925,7.435,996.87,23733.24,604.405,2021-05-31 10:15:20
C,10,C10,1,101,2,Gd3+,2,CaMPARI2-F391W,2,Pre-Parabola,408.5056,36.79325,36.7735,34.82875,1000.28,-6.7925,7.435,996.87,23733.24,604.405,2021-05-31 10:15:20
C,10,C10,1,102,1,Thapsigargin,2,CaMPARI2-F391W,2,Pre-Parabola,477.1852,36.804,36.8,35.36425,1051,13.4775,30.3725,1024.7125,23662.17,616.7075,2021-05-31 10:15:20
C,10,C10,1,102,2,Flunarizine,2,CaMPARI2-F391W,2,Pre-Parabola,299.224,36.804,36.8,35.36425,1051,13.4775,30.3725,1024.7125,23662.17,616.7075,2021-05-31 10:15:20
C,10,C10,1,103,1,Ruthenium Red,2,CaMPARI2-F391W,2,Pre-Parabola,322.9769,36.7055,36.7,34.63725,1004,-0.715,8.6225,1031.3025,23799.6525,590.8125,2021-05-31 10:15:20
C,10,C10,1,103,2,GSK2193874,2,CaMPARI2-F391W,2,Pre-Parabola,301.506,36.7055,36.7,34.63725,1004,-0.715,8.6225,1031.3025,23799.6525,590.8125,2021-05-31 10:15:20
C,10,C10,1,104,1,BAPTA,2,CaMPARI2-F391W,2,Pre-Parabola,304.8984,36.6425,36.7,34.4545,1046,-10.39,2.965,986.66,23577.07,616.5775,2021-05-31 10:15:19
C,10,C10,1,104,2,DMSO,2,CaMPARI2-F391W,2,Pre-Parabola,258.1317,36.6425,36.7,34.4545,1046,-10.39,2.965,986.66,23577.07,616.5775,2021-05-31 10:15:19
C,10,C10,2,101,1,None,2,CaMPARI2-F391W,2,Pre-Parabola,366.164,36.8,36.7,34.90975,998,-2.595,2.56,1018.29,23756.355,604.92,2021-05-31 10:10:25
C,10,C10,2,101,2,Gd3+,2,CaMPARI2-F391W,2,Pre-Parabola,411.829,36.8,36.7,34.90975,998,-2.595,2.56,1018.29,23756.355,604.92,2021-05-31 10:10:25
C,10,C10,2,102,1,Thapsigargin,2,CaMPARI2-F391W,2,Pre-Parabola,694.5516,36.8,36.799,35.02275,1049.925,7.7975,27.4075,1044.285,23742.9,612.4625,2021-05-31 10:10:23
C,10,C10,2,102,2,Flunarizine,2,CaMPARI2-F391W,2,Pre-Parabola,326.6289,36.8,36.799,35.02275,1049.925,7.7975,27.4075,1044.285,23742.9,612.4625,2021-05-31 10:10:23
C,10,C10,2,103,1,Ruthenium Red,2,CaMPARI2-F391W,2,Pre-Parabola,313.1158,36.7085,36.8,35.00975,1004,-3.2,-10.725,1021.3625,23720.5325,592.075,2021-05-31 10:10:24
C,10,C10,2,103,2,GSK2193874,2,CaMPARI2-F391W,2,Pre-Parabola,457.7543,36.7085,36.8,35.00975,1004,-3.2,-10.725,1021.3625,23720.5325,592.075,2021-05-31 10:10:24
C,10,C10,2,104,1,BAPTA,2,CaMPARI2-F391W,2,Pre-Parabola,590.6388,36.7,36.70475,34.7565,1040,-12.5575,-2.28,1015.6325,23590.3525,615.815,2021-05-31 10:10:23
C,10,C10,2,104,2,DMSO,2,CaMPARI2-F391W,2,Pre-Parabola,354.9465,36.7,36.70475,34.7565,1040,-12.5575,-2.28,1015.6325,23590.3525,615.815,2021-05-31 10:10:23
C,10,C10,3,101,1,None,2,CaMPARI2-F391W,2,Pre-Parabola,283.4597,36.642,36.623,34.55825,995.325,-5.0925,0.035,1017.7925,23760.61,603.075,2021-05-31 10:18:18
C,10,C10,3,101,2,Gd3+,2,CaMPARI2-F391W,2,Pre-Parabola,316.0281,36.642,36.623,34.55825,995.325,-5.0925,0.035,1017.7925,23760.61,603.075,2021-05-31 10:18:18
C,10,C10,3,102,1,Thapsigargin,2,CaMPARI2-F391W,2,Pre-Parabola,521.5744,36.8,36.8,35.12375,1038,3.305,25.93,1034.75,23743.6475,612.6075,2021-05-31 10:18:20
C,10,C10,3,102,2,Flunarizine,2,CaMPARI2-F391W,2,Pre-Parabola,338.4254,36.8,36.8,35.12375,1038,3.305,25.93,1034.75,23743.6475,612.6075,2021-05-31 10:18:20
C,10,C10,3,103,1,Ruthenium Red,2,CaMPARI2-F391W,2,Pre-Parabola,294.4371,36.80425,36.8,35.28,1000,7.13,-12.51,1008.32,23804.655,591.2125,2021-05-31 10:18:18
C,10,C10,3,103,2,GSK2193874,2,CaMPARI2-F391W,2,Pre-Parabola,386.8994,36.80425,36.8,35.28,1000,7.13,-12.51,1008.32,23804.655,591.2125,2021-05-31 10:18:18
C,10,C10,3,104,1,BAPTA,2,CaMPARI2-F391W,2,Pre-Parabola,587.7728,36.8,36.79075,34.921,1052.8675,-2.3925,0.39,1008.34,23547.6875,618.05,2021-05-31 10:18:19
C,10,C10,3,104,2,DMSO,2,CaMPARI2-F391W,2,Pre-Parabola,293.848,36.8,36.79075,34.921,1052.8675,-2.3925,0.39,1008.34,23547.6875,618.05,2021-05-31 10:18:19
C,11,C11,1,101,1,None,2,CaMPARI2-F391W,1,Pull-up,286.2309,36.9005,36.9005,34.5905,1000,-13.2675,161.6125,1844.215,23741.865,606.6325,2021-05-31 10:16:06
C,11,C11,1,101,2,Gd3+,2,CaMPARI2-F391W,1,Pull-up,337.0608,36.9005,36.9005,34.5905,1000,-13.2675,161.6125,1844.215,23741.865,606.6325,2021-05-31 10:16:06
C,11,C11,1,102,1,Thapsigargin,2,CaMPARI2-F391W,1,Pull-up,702.4174,36.9045,36.90325,35.08325,1050.95,3.7925,164.395,1892.905,23665.7925,621.125,2021-05-31 10:16:06
C,11,C11,1,102,2,Flunarizine,2,CaMPARI2-F391W,1,Pull-up,371.9072,36.9045,36.90325,35.08325,1050.95,3.7925,164.395,1892.905,23665.7925,621.125,2021-05-31 10:16:06
C,11,C11,1,103,1,Ruthenium Red,2,CaMPARI2-F391W,1,Pull-up,333.3155,36.90075,36.889,34.392,1003,-6.33,147.5425,1877.6625,23788.0375,593.135,2021-05-31 10:16:06
C,11,C11,1,103,2,GSK2193874,2,CaMPARI2-F391W,1,Pull-up,484.5359,36.90075,36.889,34.392,1003,-6.33,147.5425,1877.6625,23788.0375,593.135,2021-05-31 10:16:06
C,11,C11,1,104,1,BAPTA,2,CaMPARI2-F391W,1,Pull-up,349.0723,36.875,36.88275,34.25975,1045.0725,-23.95,146.885,1859.52,23575.5175,620.3725,2021-05-31 10:16:07
C,11,C11,1,104,2,DMSO,2,CaMPARI2-F391W,1,Pull-up,302.2469,36.875,36.88275,34.25975,1045.0725,-23.95,146.885,1859.52,23575.5175,620.3725,2021-05-31 10:16:07
C,11,C11,2,101,1,None,2,CaMPARI2-F391W,1,Pull-up,351.1996,36.89525,36.867,34.57725,995,-3.9275,164.4425,1842.9325,23761.76,606.135,2021-05-31 10:14:08
C,11,C11,2,101,2,Gd3+,2,CaMPARI2-F391W,1,Pull-up,296.5681,36.89525,36.867,34.57725,995,-3.9275,164.4425,1842.9325,23761.76,606.135,2021-05-31 10:14:08
C,11,C11,2,102,1,Thapsigargin,2,CaMPARI2-F391W,1,Pull-up,586.5128,36.89875,36.87875,34.605,1047,0.8925,181.375,1891.36,23736.2875,617.6175,2021-05-31 10:14:08
C,11,C11,2,102,2,Flunarizine,2,CaMPARI2-F391W,1,Pull-up,348.5362,36.89875,36.87875,34.605,1047,0.8925,181.375,1891.36,23736.2875,617.6175,2021-05-31 10:14:08
C,11,C11,2,103,1,Ruthenium Red,2,CaMPARI2-F391W,1,Pull-up,440.1876,36.88425,36.897,34.68475,1001,-7.895,143.08,1865.3725,23722.085,594.3575,2021-05-31 10:14:09
C,11,C11,2,103,2,GSK2193874,2,CaMPARI2-F391W,1,Pull-up,529.6827,36.88425,36.897,34.68475,1001,-7.895,143.08,1865.3725,23722.085,594.3575,2021-05-31 10:14:09
C,11,C11,2,104,1,BAPTA,2,CaMPARI2-F391W,1,Pull-up,183.1911,36.8665,36.875,34.47575,1037.0025,-21.1575,154.125,1850.735,23588.8575,619.695,2021-05-31 10:14:08
C,11,C11,2,104,2,DMSO,2,CaMPARI2-F391W,1,Pull-up,391.9253,36.8665,36.875,34.47575,1037.0025,-21.1575,154.125,1850.735,23588.8575,619.695,2021-05-31 10:14:08
C,11,C11,3,101,1,None,2,CaMPARI2-F391W,1,Pull-up,325.4243,36.87275,36.8685,34.34025,995,-10.8975,170.435,1846.6,23763.7725,606.19,2021-05-31 10:19:04
C,11,C11,3,101,2,Gd3+,2,CaMPARI2-F391W,1,Pull-up,270.5259,36.87275,36.8685,34.34025,995,-10.8975,170.435,1846.6,23763.7725,606.19,2021-05-31 10:19:04
C,11,C11,3,102,1,Thapsigargin,2,CaMPARI2-F391W,1,Pull-up,598.7469,36.902,36.90175,34.858,1037.89,-6.1025,186.165,1891.95,23743.8775,617.115,2021-05-31 10:19:06
C,11,C11,3,102,2,Flunarizine,2,CaMPARI2-F391W,1,Pull-up,376.876,36.902,36.90175,34.858,1037.89,-6.1025,186.165,1891.95,23743.8775,617.115,2021-05-31 10:19:06
C,11,C11,3,103,1,Ruthenium Red,2,CaMPARI2-F391W,1,Pull-up,296.3016,36.904,36.90125,35.0205,999.1475,5.1875,146.495,1866.845,23807.2425,593.3275,2021-05-31 10:19:04
C,11,C11,3,103,2,GSK2193874,2,CaMPARI2-F391W,1,Pull-up,356.5091,36.904,36.90125,35.0205,999.1475,5.1875,146.495,1866.845,23807.2425,593.3275,2021-05-31 10:19:04
C,11,C11,3,104,1,BAPTA,2,CaMPARI2-F391W,1,Pull-up,375.5036,36.901,36.9005,34.6925,1052,-9.0675,154.405,1843.715,23558.785,620.215,2021-05-31 10:19:03
C,11,C11,3,104,2,DMSO,2,CaMPARI2-F391W,1,Pull-up,361.0415,36.901,36.9005,34.6925,1052,-9.0675,154.405,1843.715,23558.785,620.215,2021-05-31 10:19:03
C,12,C12,1,101,1,None,2,CaMPARI2-F391W,2,Pull-up,360.0773,36.9,36.9,34.88225,1000,-12.7775,199.0225,1742.6475,23735.3675,607.66,2021-05-31 10:16:14
C,12,C12,1,101,2,Gd3+,2,CaMPARI2-F391W,2,Pull-up,459.8424,36.9,36.9,34.88225,1000,-12.7775,199.0225,1742.6475,23735.3675,607.66,2021-05-31 10:16:14
C,12,C12,1,102,1,Thapsigargin,2,CaMPARI2-F391W,2,Pull-up,616.5656,36.97175,36.9495,35.398,1051,1.1575,206.1125,1786.99,23663.55,616.14,2021-05-31 10:16:14
C,12,C12,1,102,2,Flunarizine,2,CaMPARI2-F391W,2,Pull-up,587.4136,36.97175,36.9495,35.398,1051,1.1575,206.1125,1786.99,23663.55,616.14,2021-05-31 10:16:14
C,12,C12,1,103,1,Ruthenium Red,2,CaMPARI2-F391W,2,Pull-up,309.9024,36.9,36.89025,34.691,1003.0025,-2.3825,184.285,1700.19,23793.9025,591.8525,2021-05-31 10:16:14
C,12,C12,1,103,2,GSK2193874,2,CaMPARI2-F391W,2,Pull-up,361.9087,36.9,36.89025,34.691,1003.0025,-2.3825,184.285,1700.19,23793.9025,591.8525,2021-05-31 10:16:14
C,12,C12,1,104,1,BAPTA,2,CaMPARI2-F391W,2,Pull-up,426.5961,36.801,36.82625,34.527,1045.335,-21.8,184.7975,1680.18,23580.8075,618.31,2021-05-31 10:16:15
C,12,C12,1,104,2,DMSO,2,CaMPARI2-F391W,2,Pull-up,392.2546,36.801,36.82625,34.527,1045.335,-21.8,184.7975,1680.18,23580.8075,618.31,2021-05-31 10:16:15
C,12,C12,2,101,1,None,2,CaMPARI2-F391W,2,Pull-up,374.5299,36.8875,36.8,34.88725,995,-1.3525,205.9675,1743.9075,23757.045,604.83,2021-05-31 10:14:16
C,12,C12,2,101,2,Gd3+,2,CaMPARI2-F391W,2,Pull-up,334.6235,36.8875,36.8,34.88725,995,-1.3525,205.9675,1743.9075,23757.045,604.83,2021-05-31 10:14:16
C,12,C12,2,102,1,Thapsigargin,2,CaMPARI2-F391W,2,Pull-up,865.6234,36.89825,36.855,34.95575,1047,7.4425,217.66,1738.59,23739.9675,615.815,2021-05-31 10:14:16
C,12,C12,2,102,2,Flunarizine,2,CaMPARI2-F391W,2,Pull-up,379.2533,36.89825,36.855,34.95575,1047,7.4425,217.66,1738.59,23739.9675,615.815,2021-05-31 10:14:16
C,12,C12,2,103,1,Ruthenium Red,2,CaMPARI2-F391W,2,Pull-up,930.7806,36.8245,36.8965,34.996,1001.0025,0.2675,177.8425,1734.53,23724.6725,592.82,2021-05-31 10:14:17
C,12,C12,2,103,2,GSK2193874,2,CaMPARI2-F391W,2,Pull-up,559.7634,36.8245,36.8965,34.996,1001.0025,0.2675,177.8425,1734.53,23724.6725,592.82,2021-05-31 10:14:17
C,12,C12,2,104,1,BAPTA,2,CaMPARI2-F391W,2,Pull-up,359.7608,36.8,36.80525,34.7675,1037.0525,-16.655,192.22,1708.29,23593.285,617.875,2021-05-31 10:14:16
C,12,C12,2,104,2,DMSO,2,CaMPARI2-F391W,2,Pull-up,329.5421,36.8,36.80525,34.7675,1037.0525,-16.655,192.22,1708.29,23593.285,617.875,2021-05-31 10:14:16
C,12,C12,3,101,1,None,2,CaMPARI2-F391W,2,Pull-up,270.1066,36.80025,36.8,34.61325,995,-11.8875,210.8275,1752.5825,23763.83,606.595,2021-05-31 10:19:12
C,12,C12,3,101,2,Gd3+,2,CaMPARI2-F391W,2,Pull-up,309.5606,36.80025,36.8,34.61325,995,-11.8875,210.8275,1752.5825,23763.83,606.595,2021-05-31 10:19:12
C,12,C12,3,102,1,Thapsigargin,2,CaMPARI2-F391W,2,Pull-up,490.2109,36.9195,36.9005,35.16325,1037.9975,-5.735,224.73,1784.2475,23742.2675,617.4175,2021-05-31 10:19:14
C,12,C12,3,102,2,Flunarizine,2,CaMPARI2-F391W,2,Pull-up,324.3547,36.9195,36.9005,35.16325,1037.9975,-5.735,224.73,1784.2475,23742.2675,617.4175,2021-05-31 10:19:14
C,12,C12,3,103,1,Ruthenium Red,2,CaMPARI2-F391W,2,Pull-up,436.6003,36.97025,36.94575,35.304,999.47,9.785,185.8225,1755.1875,23811.1525,591.0625,2021-05-31 10:19:12
C,12,C12,3,103,2,GSK2193874,2,CaMPARI2-F391W,2,Pull-up,505.8748,36.97025,36.94575,35.304,999.47,9.785,185.8225,1755.1875,23811.1525,591.0625,2021-05-31 10:19:12
C,12,C12,3,104,1,BAPTA,2,CaMPARI2-F391W,2,Pull-up,248.7084,36.90425,36.9,34.981,1052,-7.8675,196.4925,1800.565,23550.045,619.675,2021-05-31 10:19:11
C,12,C12,3,104,2,DMSO,2,CaMPARI2-F391W,2,Pull-up,556.119,36.90425,36.9,34.981,1052,-7.8675,196.4925,1800.565,23550.045,619.675,2021-05-31 10:19:11
C,2,C2,1,101,1,None,2,GFP,NA,Pre-Parabola,1411.575,36.8645,36.87,34.307,1000.0025,-9.475,9.6525,1065.79,23734.1025,603.4075,2021-05-31 10:15:04
C,2,C2,1,101,2,Gd3+,2,GFP,NA,Pre-Parabola,0,36.8645,36.87,34.307,1000.0025,-9.475,9.6525,1065.79,23734.1025,603.4075,2021-05-31 10:15:04
C,2,C2,1,102,1,Thapsigargin,2,GFP,NA,Pre-Parabola,105.7818,36.90025,36.89775,34.75525,1051,11.08,31.29,1090.1975,23665.045,616.045,2021-05-31 10:15:04
C,2,C2,1,102,2,Flunarizine,2,GFP,NA,Pre-Parabola,513.6627,36.90025,36.89775,34.75525,1051,11.08,31.29,1090.1975,23665.045,616.045,2021-05-31 10:15:04
C,2,C2,1,103,1,Ruthenium Red,2,GFP,NA,Pre-Parabola,811.7932,36.867,36.8595,34.12075,1004,3.01,-0.21,1065.57,23792.8675,594.455,2021-05-31 10:15:04
C,2,C2,1,103,2,GSK2193874,2,GFP,NA,Pre-Parabola,326.438,36.867,36.8595,34.12075,1004,3.01,-0.21,1065.57,23792.8675,594.455,2021-05-31 10:15:04
C,2,C2,1,104,1,BAPTA,2,GFP,NA,Pre-Parabola,337.589,36.854,36.8555,33.9795,1045.8475,-12.155,2.835,1047.34,23584.8325,616.9275,2021-05-31 10:15:03
C,2,C2,1,104,2,DMSO,2,GFP,NA,Pre-Parabola,93.55824,36.854,36.8555,33.9795,1045.8475,-12.155,2.835,1047.34,23584.8325,616.9275,2021-05-31 10:15:03
C,2,C2,2,101,1,None,2,GFP,NA,Pre-Parabola,385.3518,36.87375,36.857,34.38025,998,-4.9875,-1.2175,1030.755,23749.11,604.5825,2021-05-31 10:10:09
C,2,C2,2,101,2,Gd3+,2,GFP,NA,Pre-Parabola,139.8822,36.87375,36.857,34.38025,998,-4.9875,-1.2175,1030.755,23749.11,604.5825,2021-05-31 10:10:09
C,2,C2,2,102,1,Thapsigargin,2,GFP,NA,Pre-Parabola,237.6426,36.88025,36.87125,34.424,1049.075,5.445,24.4775,1051.3375,23740.37,613.94,2021-05-31 10:10:07
C,2,C2,2,102,2,Flunarizine,2,GFP,NA,Pre-Parabola,365.2999,36.88025,36.87125,34.424,1049.075,5.445,24.4775,1051.3375,23740.37,613.94,2021-05-31 10:10:07
C,2,C2,2,103,1,Ruthenium Red,2,GFP,NA,Pre-Parabola,216.3597,36.8785,36.88625,34.4965,1004,1.575,-15.5075,1022.23,23724.615,594.06,2021-05-31 10:10:08
C,2,C2,2,103,2,GSK2193874,2,GFP,NA,Pre-Parabola,1059.949,36.8785,36.88625,34.4965,1004,1.575,-15.5075,1022.23,23724.615,594.06,2021-05-31 10:10:08
C,2,C2,2,104,1,BAPTA,2,GFP,NA,Pre-Parabola,384.2971,36.85975,36.865,34.2695,1039.69,-11.0875,-3.995,1028.22,23591.445,615.5925,2021-05-31 10:10:07
C,2,C2,2,104,2,DMSO,2,GFP,NA,Pre-Parabola,320.576,36.85975,36.865,34.2695,1039.69,-11.0875,-3.995,1028.22,23591.445,615.5925,2021-05-31 10:10:07
C,2,C2,3,101,1,None,2,GFP,NA,Pre-Parabola,0,36.8475,36.8515,34.04575,995,-5.575,1.055,1047.575,23760.5525,601.825,2021-05-31 10:18:02
C,2,C2,3,101,2,Gd3+,2,GFP,NA,Pre-Parabola,1100.9,36.8475,36.8515,34.04575,995,-5.575,1.055,1047.575,23760.5525,601.825,2021-05-31 10:18:02
C,2,C2,3,102,1,Thapsigargin,2,GFP,NA,Pre-Parabola,0,36.8925,36.87675,34.52825,1038,-2.045,27.6325,1071.0575,23746.4075,614.9575,2021-05-31 10:18:04
C,2,C2,3,102,2,Flunarizine,2,GFP,NA,Pre-Parabola,0,36.8925,36.87675,34.52825,1038,-2.045,27.6325,1071.0575,23746.4075,614.9575,2021-05-31 10:18:04
C,2,C2,3,103,1,Ruthenium Red,2,GFP,NA,Pre-Parabola,166.9014,36.9,36.90125,34.754,1000,2.9125,-10.1725,1048.0675,23806.0925,592.9825,2021-05-31 10:18:02
C,2,C2,3,103,2,GSK2193874,2,GFP,NA,Pre-Parabola,544.9293,36.9,36.90125,34.754,1000,2.9125,-10.1725,1048.0675,23806.0925,592.9825,2021-05-31 10:18:02
C,2,C2,3,104,1,BAPTA,2,GFP,NA,Pre-Parabola,2067.774,36.8855,36.87375,34.433,1052.105,-5.5125,0.215,1039.08,23548.895,618.4625,2021-05-31 10:18:03
C,2,C2,3,104,2,DMSO,2,GFP,NA,Pre-Parabola,0,36.8855,36.87375,34.433,1052.105,-5.5125,0.215,1039.08,23548.895,618.4625,2021-05-31 10:18:03
C,3,C3,1,101,1,None,2,CaMPARI2,1,Pre-Parabola,672.0939,36.7995,36.79725,34.589,1000.1525,-7.115,4.7325,946.3575,23731.5725,603.835,2021-05-31 10:15:12
C,3,C3,1,101,2,Gd3+,2,CaMPARI2,1,Pre-Parabola,444.1602,36.7995,36.79725,34.589,1000.1525,-7.115,4.7325,946.3575,23731.5725,603.835,2021-05-31 10:15:12
C,3,C3,1,102,1,Thapsigargin,2,CaMPARI2,1,Pre-Parabola,612.6469,36.8255,36.81325,35.06175,1051,10.8025,26.165,968.995,23661.9975,616.275,2021-05-31 10:15:12
C,3,C3,1,102,2,Flunarizine,2,CaMPARI2,1,Pre-Parabola,283.4895,36.8255,36.81325,35.06175,1051,10.8025,26.165,968.995,23661.9975,616.275,2021-05-31 10:15:12
