col,LED.trigger,Well,Flight,Unit,Board,Inhibitor,Parabola,Construct,ConversionRate,Temp.Board.1,Temp.Board.2,Temp.LED,Pressure.mbar,Gravity.X.mg,Gravity.Y.mg,Gravity.Z.mg,Supply.U.mV,Supply.I.mA,Time,Treatment
11,1,B11,1,104,1,BAPTA,1,CaMPARI2-F391W,0.1920393,36.8455,36.8585,34.12275,1064.92,-9.69,2.12,1041.4775,23567.9275,621.63,2021-05-27 09:43:24,Normal-G
11,1,B11,1,104,2,DMSO,1,CaMPARI2-F391W,0.2131274,36.8455,36.8585,34.12275,1064.92,-9.69,2.12,1041.4775,23567.9275,621.63,2021-05-27 09:43:24,Normal-G
11,1,B11,2,101,1,None,1,CaMPARI2-F391W,0.2800556,36.89875,36.8475,34.70175,1023,3.7325,-13.075,1015.09,23749.225,609.64,2021-05-27 09:41:20,Normal-G
11,1,B11,2,101,2,Gd3+,1,CaMPARI2-F391W,0.2115941,36.89875,36.8475,34.70175,1023,3.7325,-13.075,1015.09,23749.225,609.64,2021-05-27 09:41:20,Normal-G
11,1,B11,2,102,1,Thapsigargin,1,CaMPARI2-F391W,0.3909163,36.901,36.90125,34.911,1069.3375,13.6225,0.2525,1034.2175,23731.745,621.2,2021-05-27 09:41:18,Normal-G
11,1,B11,2,102,2,Flunarizine,1,CaMPARI2-F391W,0.1733374,36.901,36.90125,34.911,1069.3375,13.6225,0.2525,1034.2175,23731.745,621.2,2021-05-27 09:41:18,Normal-G
11,1,B11,2,103,1,Ruthenium Red,1,CaMPARI2-F391W,0.1609468,36.879,36.88925,34.71575,1031,4.4825,-20.0025,1016.815,23715.3,596.2225,2021-05-27 09:41:21,Normal-G
11,1,B11,2,103,2,GSK2193874,1,CaMPARI2-F391W,0.2494313,36.879,36.88925,34.71575,1031,4.4825,-20.0025,1016.815,23715.3,596.2225,2021-05-27 09:41:21,Normal-G
11,1,B11,2,104,1,BAPTA,1,CaMPARI2-F391W,0.1511839,36.85275,36.87225,34.53275,1059.0725,-6.855,-33.2625,1019.7675,23593.5725,620.1175,2021-05-27 09:41:18,Normal-G
11,1,B11,2,104,2,DMSO,1,CaMPARI2-F391W,0.1992796,36.85275,36.87225,34.53275,1059.0725,-6.855,-33.2625,1019.7675,23593.5725,620.1175,2021-05-27 09:41:18,Normal-G
11,1,B11,3,101,1,None,1,CaMPARI2-F391W,0.1768784,36.86425,36.8555,34.26625,1022.745,0.94,11.8175,1009.42,23755.55,608.415,2021-05-27 09:46:16,Normal-G
11,1,B11,3,101,2,Gd3+,1,CaMPARI2-F391W,0.1970837,36.86425,36.8555,34.26625,1022.745,0.94,11.8175,1009.42,23755.55,608.415,2021-05-27 09:46:16,Normal-G
11,1,B11,3,102,1,Thapsigargin,1,CaMPARI2-F391W,0.3115134,36.90875,36.8995,34.98175,1058,8.8525,39.6575,1032.1375,23738.76,618.0725,2021-05-27 09:46:19,Normal-G
11,1,B11,3,102,2,Flunarizine,1,CaMPARI2-F391W,0.2092549,36.90875,36.8995,34.98175,1058,8.8525,39.6575,1032.1375,23738.76,618.0725,2021-05-27 09:46:19,Normal-G
11,1,B11,3,103,1,Ruthenium Red,1,CaMPARI2-F391W,0.2654798,36.90675,36.9025,35.0265,1027.0675,10.19,3.01,1016.9225,23793.27,592.4175,2021-05-27 09:46:17,Normal-G
11,1,B11,3,103,2,GSK2193874,1,CaMPARI2-F391W,0.301662,36.90675,36.9025,35.0265,1027.0675,10.19,3.01,1016.9225,23793.27,592.4175,2021-05-27 09:46:17,Normal-G
11,1,B11,3,104,1,BAPTA,1,CaMPARI2-F391W,0.1510518,36.87975,36.861,34.639,1072,3.24,10.59,1010.9825,23541.3625,622.5275,2021-05-27 09:46:18,Normal-G
11,1,B11,3,104,2,DMSO,1,CaMPARI2-F391W,0.2158783,36.87975,36.861,34.639,1072,3.24,10.59,1010.9825,23541.3625,622.5275,2021-05-27 09:46:18,Normal-G
12,2,B12,1,101,1,None,1,CaMPARI2-F391W,0.1762646,36.80075,36.8,34.77625,1028,-9.24,4.75,955.32,23735.5975,606.9525,2021-05-27 09:43:31,Normal-G
12,2,B12,1,101,2,Gd3+,1,CaMPARI2-F391W,0.1601847,36.80075,36.8,34.77625,1028,-9.24,4.75,955.32,23735.5975,606.9525,2021-05-27 09:43:31,Normal-G
12,2,B12,1,102,1,Thapsigargin,1,CaMPARI2-F391W,0.3459382,36.9,36.9,35.3835,1072.9175,11.185,26.84,979.1025,23657.8575,620.0075,2021-05-27 09:43:31,Normal-G
12,2,B12,1,102,2,Flunarizine,1,CaMPARI2-F391W,0.1736705,36.9,36.9,35.3835,1072.9175,11.185,26.84,979.1025,23657.8575,620.0075,2021-05-27 09:43:31,Normal-G
12,2,B12,1,103,1,Ruthenium Red,1,CaMPARI2-F391W,0.291011,36.8,36.79575,34.56225,1032.9675,-3.78,4.06,997.26,23788.3825,593.69,2021-05-27 09:43:31,Normal-G
12,2,B12,1,103,2,GSK2193874,1,CaMPARI2-F391W,0.2883234,36.8,36.79575,34.56225,1032.9675,-3.78,4.06,997.26,23788.3825,593.69,2021-05-27 09:43:31,Normal-G
12,2,B12,1,104,1,BAPTA,1,CaMPARI2-F391W,0.2014623,36.7225,36.7515,34.337,1064.9975,-10.6075,1.73,986.1825,23573.2175,621.1075,2021-05-27 09:43:32,Normal-G
12,2,B12,1,104,2,DMSO,1,CaMPARI2-F391W,0.1964473,36.7225,36.7515,34.337,1064.9975,-10.6075,1.73,986.1825,23573.2175,621.1075,2021-05-27 09:43:32,Normal-G
12,2,B12,2,101,1,None,1,CaMPARI2-F391W,0.27975,36.85775,36.79725,34.914,1023,5.875,28.3275,1018.415,23756.125,610.37,2021-05-27 09:41:28,Normal-G
12,2,B12,2,101,2,Gd3+,1,CaMPARI2-F391W,0.2372742,36.85775,36.79725,34.914,1023,5.875,28.3275,1018.415,23756.125,610.37,2021-05-27 09:41:28,Normal-G
12,2,B12,2,102,1,Thapsigargin,1,CaMPARI2-F391W,0.3765753,36.9,36.87825,35.12125,1069.7475,14.7225,50.17,1031.3425,23735.4825,619.655,2021-05-27 09:41:26,Normal-G
12,2,B12,2,102,2,Flunarizine,1,CaMPARI2-F391W,0.2016009,36.9,36.87825,35.12125,1069.7475,14.7225,50.17,1031.3425,23735.4825,619.655,2021-05-27 09:41:26,Normal-G
12,2,B12,2,103,1,Ruthenium Red,1,CaMPARI2-F391W,0.1867957,36.80075,36.80325,34.9285,1031,6.71,20.0225,1031.22,23726.0525,594.4775,2021-05-27 09:41:29,Normal-G
12,2,B12,2,103,2,GSK2193874,1,CaMPARI2-F391W,0.2802831,36.80075,36.80325,34.9285,1031,6.71,20.0225,1031.22,23726.0525,594.4775,2021-05-27 09:41:29,Normal-G
12,2,B12,2,104,1,BAPTA,1,CaMPARI2-F391W,0.138382,36.8,36.8,34.7475,1059.185,-2.7925,20.735,1001.38,23591.5025,620.235,2021-05-27 09:41:26,Normal-G
12,2,B12,2,104,2,DMSO,1,CaMPARI2-F391W,0.2638109,36.8,36.8,34.7475,1059.185,-2.7925,20.735,1001.38,23591.5025,620.235,2021-05-27 09:41:26,Normal-G
12,2,B12,3,101,1,None,1,CaMPARI2-F391W,0.1457925,36.74875,36.70525,34.48225,1022.97,2.355,12.9525,1066.48,23754.2275,608.385,2021-05-27 09:46:24,Normal-G
12,2,B12,3,101,2,Gd3+,1,CaMPARI2-F391W,0.1660995,36.74875,36.70525,34.48225,1022.97,2.355,12.9525,1066.48,23754.2275,608.385,2021-05-27 09:46:24,Normal-G
12,2,B12,3,102,1,Thapsigargin,1,CaMPARI2-F391W,0.3245119,36.89775,36.843,35.19275,1058,8.0575,40.5975,1104.865,23740.1975,619.0225,2021-05-27 09:46:27,Normal-G
12,2,B12,3,102,2,Flunarizine,1,CaMPARI2-F391W,0.1901713,36.89775,36.843,35.19275,1058,8.0575,40.5975,1104.865,23740.1975,619.0225,2021-05-27 09:46:27,Normal-G
12,2,B12,3,103,1,Ruthenium Red,1,CaMPARI2-F391W,0.2647257,36.9,36.85975,35.2225,1027.1175,9.3875,6.1025,1084.45,23794.7075,592.335,2021-05-27 09:46:25,Normal-G
12,2,B12,3,103,2,GSK2193874,1,CaMPARI2-F391W,0.2712398,36.9,36.85975,35.2225,1027.1175,9.3875,6.1025,1084.45,23794.7075,592.335,2021-05-27 09:46:25,Normal-G
12,2,B12,3,104,1,BAPTA,1,CaMPARI2-F391W,0.1340503,36.80075,36.8,34.856,1072.005,1.2875,12.635,1095.695,23547.86,621,2021-05-27 09:46:26,Normal-G
12,2,B12,3,104,2,DMSO,1,CaMPARI2-F391W,0.191677,36.80075,36.8,34.856,1072.005,1.2875,12.635,1095.695,23547.86,621,2021-05-27 09:46:26,Normal-G
2,2,B2,1,101,1,None,1,CaMPARI2,0.04972427,36.723,36.7005,34.43175,1028.3725,0.215,-42.8075,11.34,23732.0325,604.7625,2021-05-27 09:42:39,Zero-G
2,2,B2,1,101,2,Gd3+,1,CaMPARI2,0,36.723,36.7005,34.43175,1028.3725,0.215,-42.8075,11.34,23732.0325,604.7625,2021-05-27 09:42:39,Zero-G
2,2,B2,1,102,1,Thapsigargin,1,CaMPARI2,0.1300585,36.8,36.8,35.0155,1072.9875,15.095,-2.88,7.515,23655.5575,616.705,2021-05-27 09:42:39,Zero-G
2,2,B2,1,102,2,Flunarizine,1,CaMPARI2,0.03816975,36.8,36.8,35.0155,1072.9875,15.095,-2.88,7.515,23655.5575,616.705,2021-05-27 09:42:39,Zero-G
2,2,B2,1,103,1,Ruthenium Red,1,CaMPARI2,0.07334669,36.70175,36.675,34.21575,1033,5.9525,-27.47,-0.71,23784.3575,593.5375,2021-05-27 09:42:39,Zero-G
2,2,B2,1,103,2,GSK2193874,1,CaMPARI2,0.03936175,36.70175,36.675,34.21575,1033,5.9525,-27.47,-0.71,23784.3575,593.5375,2021-05-27 09:42:39,Zero-G
2,2,B2,1,104,1,BAPTA,1,CaMPARI2,0.05247678,36.6495,36.68375,33.958,1065,2.49,-29.1125,0.15,23571.435,617.095,2021-05-27 09:42:40,Zero-G
2,2,B2,1,104,2,DMSO,1,CaMPARI2,0.03682709,36.6495,36.68375,33.958,1065,2.49,-29.1125,0.15,23571.435,617.095,2021-05-27 09:42:40,Zero-G
2,2,B2,2,101,1,None,1,CaMPARI2,0.07984158,36.75025,36.70025,34.56425,1023.27,5.8525,-44.4875,13.515,23753.825,603.39,2021-05-27 09:40:37,Zero-G
2,2,B2,2,101,2,Gd3+,1,CaMPARI2,0.02961152,36.75025,36.70025,34.56425,1023.27,5.8525,-44.4875,13.515,23753.825,603.39,2021-05-27 09:40:37,Zero-G
2,2,B2,2,102,1,Thapsigargin,1,CaMPARI2,0.2014188,36.8,36.79325,34.774,1069.98,18.47,-3.1425,5.58,23735.8275,612.3275,2021-05-27 09:40:34,Zero-G
2,2,B2,2,102,2,Flunarizine,1,CaMPARI2,0.0599029,36.8,36.79325,34.774,1069.98,18.47,-3.1425,5.58,23735.8275,612.3275,2021-05-27 09:40:34,Zero-G
2,2,B2,2,103,1,Ruthenium Red,1,CaMPARI2,0.04177218,36.79825,36.781,34.63625,1031,8.3925,-29.7525,-2.705,23717.0825,593.845,2021-05-27 09:40:35,Zero-G
2,2,B2,2,103,2,GSK2193874,1,CaMPARI2,0.03673284,36.79825,36.781,34.63625,1031,8.3925,-29.7525,-2.705,23717.0825,593.845,2021-05-27 09:40:35,Zero-G
2,2,B2,2,104,1,BAPTA,1,CaMPARI2,0.05817564,36.7475,36.7375,34.4305,1059.775,8.51,-25.4075,2.2325,23592.8825,614.85,2021-05-27 09:40:34,Zero-G
2,2,B2,2,104,2,DMSO,1,CaMPARI2,0.03311516,36.7475,36.7375,34.4305,1059.775,8.51,-25.4075,2.2325,23592.8825,614.85,2021-05-27 09:40:34,Zero-G
2,2,B2,3,101,1,None,1,CaMPARI2,0,36.6385,36.6145,34.088,1023,4.4125,-43.4775,27.4025,23753.8825,603.29,2021-05-27 09:45:35,Zero-G
2,2,B2,3,101,2,Gd3+,1,CaMPARI2,0.04358349,36.6385,36.6145,34.088,1023,4.4125,-43.4775,27.4025,23753.8825,603.29,2021-05-27 09:45:35,Zero-G
2,2,B2,3,102,1,Thapsigargin,1,CaMPARI2,0.1515291,36.7565,36.738,34.76225,1058,16.675,-2.1725,21.33,23739.68,614.11,2021-05-27 09:45:37,Zero-G
2,2,B2,3,102,2,Flunarizine,1,CaMPARI2,0.050731,36.7565,36.738,34.76225,1058,16.675,-2.1725,21.33,23739.68,614.11,2021-05-27 09:45:37,Zero-G
2,2,B2,3,103,1,Ruthenium Red,1,CaMPARI2,0.09596563,36.8,36.79125,34.828,1027.9425,8.9975,-25.2075,5.9125,23797.0075,592.025,2021-05-27 09:45:35,Zero-G
2,2,B2,3,103,2,GSK2193874,1,CaMPARI2,0.1168412,36.8,36.79125,34.828,1027.9425,8.9975,-25.2075,5.9125,23797.0075,592.025,2021-05-27 09:45:35,Zero-G
2,2,B2,3,104,1,BAPTA,1,CaMPARI2,0.02988022,36.74,36.73025,34.4445,1072.0025,5.79,-28.57,13.8,23543.3175,618.015,2021-05-27 09:45:36,Zero-G
2,2,B2,3,104,2,DMSO,1,CaMPARI2,0,36.74,36.73025,34.4445,1072.0025,5.79,-28.57,13.8,23543.3175,618.015,2021-05-27 09:45:36,Zero-G
3,1,B3,1,101,1,None,1,CaMPARI2,0.03408664,36.85225,36.845,34.33325,1028.0025,-20.595,26.4725,1759.0975,23729.2725,606.625,2021-05-27 09:42:58,Hyper-G
3,1,B3,1,101,2,Gd3+,1,CaMPARI2,0.03625835,36.85225,36.845,34.33325,1028.0025,-20.595,26.4725,1759.0975,23729.2725,606.625,2021-05-27 09:42:58,Hyper-G
3,1,B3,1,102,1,Thapsigargin,1,CaMPARI2,0.1432167,36.89125,36.8925,34.929,1072.755,-0.27,29.8775,1806.845,23658.145,619.8125,2021-05-27 09:42:58,Hyper-G
3,1,B3,1,102,2,Flunarizine,1,CaMPARI2,0,36.89125,36.8925,34.929,1072.755,-0.27,29.8775,1806.845,23658.145,619.8125,2021-05-27 09:42:58,Hyper-G
3,1,B3,1,103,1,Ruthenium Red,1,CaMPARI2,0.07089709,36.8495,36.8385,34.12375,1033,-14.5475,0.85,1773.6275,23788.67,595.1025,2021-05-27 09:42:58,Hyper-G
3,1,B3,1,103,2,GSK2193874,1,CaMPARI2,0.06373157,36.8495,36.8385,34.12375,1033,-14.5475,0.85,1773.6275,23788.67,595.1025,2021-05-27 09:42:58,Hyper-G
3,1,B3,1,104,1,BAPTA,1,CaMPARI2,0.06802838,36.8095,36.8315,33.90925,1064.8425,-26.725,-1.265,1755.895,23572.7575,618.15,2021-05-27 09:42:59,Hyper-G
3,1,B3,1,104,2,DMSO,1,CaMPARI2,0.07355328,36.8095,36.8315,33.90925,1064.8425,-26.725,-1.265,1755.895,23572.7575,618.15,2021-05-27 09:42:59,Hyper-G
3,1,B3,2,101,1,None,1,CaMPARI2,0.06472106,36.85825,36.856,34.50425,1023.0075,-2.455,27.1225,1725.32,23752.0425,607.73,2021-05-27 09:40:56,Hyper-G
3,1,B3,2,101,2,Gd3+,1,CaMPARI2,0.05353427,36.85825,36.856,34.50425,1023.0075,-2.455,27.1225,1725.32,23752.0425,607.73,2021-05-27 09:40:56,Hyper-G
3,1,B3,2,102,1,Thapsigargin,1,CaMPARI2,0.2172407,36.873,36.86575,34.68175,1069.71,6.185,44.54,1778.13,23736.9775,616.905,2021-05-27 09:40:53,Hyper-G
3,1,B3,2,102,2,Flunarizine,1,CaMPARI2,0.07064661,36.873,36.86575,34.68175,1069.71,6.185,44.54,1778.13,23736.9775,616.905,2021-05-27 09:40:53,Hyper-G
3,1,B3,2,103,1,Ruthenium Red,1,CaMPARI2,0.04178628,36.8615,36.86175,34.485,1031,3.0625,-9.015,1719.6125,23712.3675,596.0175,2021-05-27 09:40:56,Hyper-G
3,1,B3,2,103,2,GSK2193874,1,CaMPARI2,0.04400969,36.8615,36.86175,34.485,1031,3.0625,-9.015,1719.6125,23712.3675,596.0175,2021-05-27 09:40:56,Hyper-G
3,1,B3,2,104,1,BAPTA,1,CaMPARI2,0.05152095,36.84675,36.84825,34.3235,1059.2225,-18.6075,16.5575,1750.685,23596.2175,618.93,2021-05-27 09:40:53,Hyper-G
3,1,B3,2,104,2,DMSO,1,CaMPARI2,0.04663834,36.84675,36.84825,34.3235,1059.2225,-18.6075,16.5575,1750.685,23596.2175,618.93,2021-05-27 09:40:53,Hyper-G
3,1,B3,3,101,1,None,1,CaMPARI2,0.02908552,36.82575,36.81075,34.01875,1022.9575,-14.1775,37.565,1757.9575,23756.125,606.1975,2021-05-27 09:45:53,Hyper-G
3,1,B3,3,101,2,Gd3+,1,CaMPARI2,0.04988835,36.82575,36.81075,34.01875,1022.9575,-14.1775,37.565,1757.9575,23756.125,606.1975,2021-05-27 09:45:53,Hyper-G
3,1,B3,3,102,1,Thapsigargin,1,CaMPARI2,0.2287621,36.86125,36.8605,34.70225,1058,-11.24,50.41,1800.32,23741.2325,616.1475,2021-05-27 09:45:56,Hyper-G
3,1,B3,3,102,2,Flunarizine,1,CaMPARI2,0.0388759,36.86125,36.8605,34.70225,1058,-11.24,50.41,1800.32,23741.2325,616.1475,2021-05-27 09:45:56,Hyper-G
3,1,B3,3,103,1,Ruthenium Red,1,CaMPARI2,0.119008,36.89275,36.864,34.74775,1027.5025,-3.305,4.985,1778.12,23801.7225,593.4875,2021-05-27 09:45:54,Hyper-G
3,1,B3,3,103,2,GSK2193874,1,CaMPARI2,0.06068289,36.89275,36.864,34.74775,1027.5025,-3.305,4.985,1778.12,23801.7225,593.4875,2021-05-27 09:45:54,Hyper-G
3,1,B3,3,104,1,BAPTA,1,CaMPARI2,0.02186969,36.8505,36.84725,34.38625,1072,-13.2425,16.0675,1761.5625,23547.055,619.515,2021-05-27 09:45:55,Hyper-G
3,1,B3,3,104,2,DMSO,1,CaMPARI2,0.05354389,36.8505,36.84725,34.38625,1072,-13.2425,16.0675,1761.5625,23547.055,619.515,2021-05-27 09:45:55,Hyper-G
4,2,B4,1,101,1,None,1,CaMPARI2,0.07358444,36.787,36.7385,34.5475,1028.0375,-19.5025,-8.8125,1700.9175,23732.32,606.265,2021-05-27 09:43:06,Hyper-G
4,2,B4,1,101,2,Gd3+,1,CaMPARI2,0.02791961,36.787,36.7385,34.5475,1028.0375,-19.5025,-8.8125,1700.9175,23732.32,606.265,2021-05-27 09:43:06,Hyper-G
4,2,B4,1,102,1,Thapsigargin,1,CaMPARI2,0.1875241,36.80225,36.80325,35.13275,1072.9825,1.0225,-1.62,1739.475,23650.1525,619.78,2021-05-27 09:43:06,Hyper-G
4,2,B4,1,102,2,Flunarizine,1,CaMPARI2,0.03107456,36.80225,36.80325,35.13275,1072.9825,1.0225,-1.62,1739.475,23650.1525,619.78,2021-05-27 09:43:06,Hyper-G
4,2,B4,1,103,1,Ruthenium Red,1,CaMPARI2,0.09513735,36.76225,36.708,34.32375,1033,-9.595,-31.0775,1678.105,23789.015,593.585,2021-05-27 09:43:06,Hyper-G
4,2,B4,1,103,2,GSK2193874,1,CaMPARI2,0.04476523,36.76225,36.708,34.32375,1033,-9.595,-31.0775,1678.105,23789.015,593.585,2021-05-27 09:43:06,Hyper-G
4,2,B4,1,104,1,BAPTA,1,CaMPARI2,0.04532602,36.66575,36.69925,34.10525,1065,-25.21,-33.675,1661.015,23572.8725,619.02,2021-05-27 09:43:07,Hyper-G
4,2,B4,1,104,2,DMSO,1,CaMPARI2,0.05536299,36.66575,36.69925,34.10525,1065,-25.21,-33.675,1661.015,23572.8725,619.02,2021-05-27 09:43:07,Hyper-G
4,2,B4,2,101,1,None,1,CaMPARI2,0.1083278,36.8,36.729,34.6905,1023.1025,-1.6425,-29.7775,1444.7525,23753.135,607.6525,2021-05-27 09:41:04,Normal-G
4,2,B4,2,101,2,Gd3+,1,CaMPARI2,0.07211708,36.8,36.729,34.6905,1023.1025,-1.6425,-29.7775,1444.7525,23753.135,607.6525,2021-05-27 09:41:04,Normal-G
4,2,B4,2,102,1,Thapsigargin,1,CaMPARI2,0.2338037,36.8,36.8,34.88425,1069.975,10.1325,-11.4575,1497.6025,23731.285,617.0975,2021-05-27 09:41:01,Normal-G
4,2,B4,2,102,2,Flunarizine,1,CaMPARI2,0.07078639,36.8,36.8,34.88425,1069.975,10.1325,-11.4575,1497.6025,23731.285,617.0975,2021-05-27 09:41:01,Normal-G
4,2,B4,2,103,1,Ruthenium Red,1,CaMPARI2,0.02713449,36.79725,36.79875,34.69175,1031,-4.845,-55.9525,1451.1725,23717.8875,595.1325,2021-05-27 09:41:04,Normal-G
4,2,B4,2,103,2,GSK2193874,1,CaMPARI2,0.05409905,36.79725,36.79875,34.69175,1031,-4.845,-55.9525,1451.1725,23717.8875,595.1325,2021-05-27 09:41:04,Normal-G
4,2,B4,2,104,1,BAPTA,1,CaMPARI2,0.04718469,36.73525,36.754,34.52525,1059.52,-16.6125,-39.425,1481.2725,23591.0425,617.385,2021-05-27 09:41:01,Normal-G
4,2,B4,2,104,2,DMSO,1,CaMPARI2,0.05764019,36.73525,36.754,34.52525,1059.52,-16.6125,-39.425,1481.2725,23591.0425,617.385,2021-05-27 09:41:01,Normal-G
4,2,B4,3,101,1,None,1,CaMPARI2,0.05377034,36.68325,36.65,34.2125,1023,-7.2725,-14.5725,1545.58,23752.79,605.9825,2021-05-27 09:46:02,Hyper-G
4,2,B4,3,101,2,Gd3+,1,CaMPARI2,0.04476769,36.68325,36.65,34.2125,1023,-7.2725,-14.5725,1545.58,23752.79,605.9825,2021-05-27 09:46:02,Hyper-G
4,2,B4,3,102,1,Thapsigargin,1,CaMPARI2,0.179022,36.8,36.8,34.9,1058,-5.24,-1.1175,1554.025,23740.5425,616.58,2021-05-27 09:46:04,Hyper-G
4,2,B4,3,102,2,Flunarizine,1,CaMPARI2,0.02698197,36.8,36.8,34.9,1058,-5.24,-1.1175,1554.025,23740.5425,616.58,2021-05-27 09:46:04,Hyper-G
4,2,B4,3,103,1,Ruthenium Red,1,CaMPARI2,0.1122404,36.8115,36.8,34.9705,1027.84,-2.6775,-37.0725,1520.97,23798.33,592.0825,2021-05-27 09:46:02,Hyper-G
4,2,B4,3,103,2,GSK2193874,1,CaMPARI2,0.07549428,36.8115,36.8,34.9705,1027.84,-2.6775,-37.0725,1520.97,23798.33,592.0825,2021-05-27 09:46:02,Hyper-G
4,2,B4,3,104,1,BAPTA,1,CaMPARI2,0.02594709,36.7875,36.74675,34.5945,1072.0075,-10.0075,-31.8825,1476.445,23548.8375,620.12,2021-05-27 09:46:03,Normal-G
4,2,B4,3,104,2,DMSO,1,CaMPARI2,0.04577235,36.7875,36.74675,34.5945,1072.0075,-10.0075,-31.8825,1476.445,23548.8375,620.12,2021-05-27 09:46:03,Normal-G
5,1,B5,1,101,1,None,1,CaMPARI2,0.0227569,36.8855,36.87475,34.5435,1028,-7.315,11.715,1066.14,23737.955,609.4325,2021-05-27 09:43:23,Normal-G
5,1,B5,1,101,2,Gd3+,1,CaMPARI2,0.05368847,36.8855,36.87475,34.5435,1028,-7.315,11.715,1066.14,23737.955,609.4325,2021-05-27 09:43:23,Normal-G
5,1,B5,1,102,1,Thapsigargin,1,CaMPARI2,0.1439581,36.904,36.9045,35.14125,1072.72,11.1425,30.3625,1091.3925,23660.33,620.7725,2021-05-27 09:43:23,Normal-G
5,1,B5,1,102,2,Flunarizine,1,CaMPARI2,0.06252842,36.904,36.9045,35.14125,1072.72,11.1425,30.3625,1091.3925,23660.33,620.7725,2021-05-27 09:43:23,Normal-G
5,1,B5,1,103,1,Ruthenium Red,1,CaMPARI2,0.1116414,36.882,36.86475,34.3315,1032.905,0.2325,3.1925,1043.82,23785.6225,596.02,2021-05-27 09:43:23,Normal-G
5,1,B5,1,103,2,GSK2193874,1,CaMPARI2,0.04800866,36.882,36.86475,34.3315,1032.905,0.2325,3.1925,1043.82,23785.6225,596.02,2021-05-27 09:43:23,Normal-G
5,1,B5,1,104,1,BAPTA,1,CaMPARI2,0.06836484,36.8455,36.8585,34.12275,1064.92,-9.69,2.12,1041.4775,23567.9275,621.63,2021-05-27 09:43:24,Normal-G
5,1,B5,1,104,2,DMSO,1,CaMPARI2,0.06431206,36.8455,36.8585,34.12275,1064.92,-9.69,2.12,1041.4775,23567.9275,621.63,2021-05-27 09:43:24,Normal-G
5,1,B5,2,101,1,None,1,CaMPARI2,0.07299409,36.89875,36.8475,34.70175,1023,3.7325,-13.075,1015.09,23749.225,609.64,2021-05-27 09:41:20,Normal-G
5,1,B5,2,101,2,Gd3+,1,CaMPARI2,0.05623437,36.89875,36.8475,34.70175,1023,3.7325,-13.075,1015.09,23749.225,609.64,2021-05-27 09:41:20,Normal-G
5,1,B5,2,102,1,Thapsigargin,1,CaMPARI2,0.2055087,36.901,36.90125,34.911,1069.3375,13.6225,0.2525,1034.2175,23731.745,621.2,2021-05-27 09:41:18,Normal-G
5,1,B5,2,102,2,Flunarizine,1,CaMPARI2,0.06539153,36.901,36.90125,34.911,1069.3375,13.6225,0.2525,1034.2175,23731.745,621.2,2021-05-27 09:41:18,Normal-G
5,1,B5,2,103,1,Ruthenium Red,1,CaMPARI2,0.02552414,36.879,36.88925,34.71575,1031,4.4825,-20.0025,1016.815,23715.3,596.2225,2021-05-27 09:41:21,Normal-G
5,1,B5,2,103,2,GSK2193874,1,CaMPARI2,0.06439461,36.879,36.88925,34.71575,1031,4.4825,-20.0025,1016.815,23715.3,596.2225,2021-05-27 09:41:21,Normal-G
5,1,B5,2,104,1,BAPTA,1,CaMPARI2,0.03748355,36.85275,36.87225,34.53275,1059.0725,-6.855,-33.2625,1019.7675,23593.5725,620.1175,2021-05-27 09:41:18,Normal-G
5,1,B5,2,104,2,DMSO,1,CaMPARI2,0.04906072,36.85275,36.87225,34.53275,1059.0725,-6.855,-33.2625,1019.7675,23593.5725,620.1175,2021-05-27 09:41:18,Normal-G
5,1,B5,3,101,1,None,1,CaMPARI2,0.03233209,36.86425,36.8555,34.26625,1022.745,0.94,11.8175,1009.42,23755.55,608.415,2021-05-27 09:46:16,Normal-G
5,1,B5,3,101,2,Gd3+,1,CaMPARI2,0.03766785,36.86425,36.8555,34.26625,1022.745,0.94,11.8175,1009.42,23755.55,608.415,2021-05-27 09:46:16,Normal-G
5,1,B5,3,102,1,Thapsigargin,1,CaMPARI2,0.1618968,36.90875,36.8995,34.98175,1058,8.8525,39.6575,1032.1375,23738.76,618.0725,2021-05-27 09:46:19,Normal-G
5,1,B5,3,102,2,Flunarizine,1,CaMPARI2,0.06861301,36.90875,36.8995,34.98175,1058,8.8525,39.6575,1032.1375,23738.76,618.0725,2021-05-27 09:46:19,Normal-G
5,1,B5,3,103,1,Ruthenium Red,1,CaMPARI2,0.07003824,36.90675,36.9025,35.0265,1027.0675,10.19,3.01,1016.9225,23793.27,592.4175,2021-05-27 09:46:17,Normal-G
5,1,B5,3,103,2,GSK2193874,1,CaMPARI2,0.07209418,36.90675,36.9025,35.0265,1027.0675,10.19,3.01,1016.9225,23793.27,592.4175,2021-05-27 09:46:17,Normal-G
5,1,B5,3,104,1,BAPTA,1,CaMPARI2,0.03997474,36.87975,36.861,34.639,1072,3.24,10.59,1010.9825,23541.3625,622.5275,2021-05-27 09:46:18,Normal-G
5,1,B5,3,104,2,DMSO,1,CaMPARI2,0.02973669,36.87975,36.861,34.639,1072,3.24,10.59,1010.9825,23541.3625,622.5275,2021-05-27 09:46:18,Normal-G
6,2,B6,1,101,1,None,1,CaMPARI2,0.03631483,36.80075,36.8,34.77625,1028,-9.24,4.75,955.32,23735.5975,606.9525,2021-05-27 09:43:31,Normal-G
